listPrice,rent,livingArea,rooms,published,constructionYear,objectType,booliId,soldDate,soldPrice,soldPriceSource,url,floor,additionalArea,apartmentNumber,plotArea,location.address.streetAddress,location.position.latitude,location.position.longitude,location.position.isApproximate,location.region.municipalityName,location.region.countyName,location.distance.ocean,source.name,source.id,source.type,source.url
5995000,5967,121,4,2015-10-20 04:01:32,1935,Lägenhet,1980065,2015-11-03,6280000,bid,https://www.booli.se/annons/1980065,2,NA,1301,NA,Torphagsvägen 10,59.3723882,18.0524828,TRUE,Stockholm,Stockholms län,181,Notar,1566,Broker,http://www.notar.se/
6000000,4201,96.7,NA,2015-10-29 00:13:37,NA,Lägenhet,2010717,2015-10-29,6000000,bid,https://www.booli.se/annons/2010717,NA,NA,NA,NA,Docentbacken 3,59.3709502,18.0586253,TRUE,Stockholm,Stockholms län,264,Erik Olsson Fastighetsförmedling,1564,Broker,http://www.erikolsson.se/
2495000,2614,53,2,2015-10-02 17:21:35,1935,Lägenhet,1965993,2015-10-20,2700000,bid,https://www.booli.se/annons/1965993,NA,NA,1303,NA,Torphagsvägen 10,59.3723882,18.0524828,TRUE,Stockholm,Stockholms län,181,Notar,1566,Broker,http://www.notar.se/
4695000,4537,92,3,2015-10-02 18:11:38,1935,Lägenhet,1904703,2015-10-20,4695000,bid,https://www.booli.se/annons/1904703,3,NA,NA,NA,Torphagsvägen 10,59.3723882,18.0524828,TRUE,Stockholm,Stockholms län,181,Notar,1566,Broker,http://www.notar.se/
4995000,5263,95,4,2015-09-25 22:21:23,1936,Lägenhet,1962683,2015-10-15,5325000,bid,https://www.booli.se/annons/1962683,1,NA,1105,0,Åminnevägen 17,59.37119438,18.05355191,NA,Stockholm,Stockholms län,255,Erik Olsson Fastighetsförmedling,1564,Broker,http://www.erikolsson.se/
5995000,5967,121,4,2015-09-05 17:08:14,1935,Lägenhet,1904708,2015-10-05,6000000,bid,https://www.booli.se/annons/1904708,3,NA,1301,NA,Torphagsvägen 10,59.3723882,18.0524828,TRUE,Stockholm,Stockholms län,181,Notar,1566,Broker,http://www.notar.se/
2950000,2663,54,2,2015-08-21 18:16:39,1935,Lägenhet,1904702,2015-09-14,3410000,bid,https://www.booli.se/annons/1904702,3,NA,1303,NA,Torphagsvägen 10,59.3723882,18.0524828,TRUE,Stockholm,Stockholms län,181,Notar,1566,Broker,http://www.notar.se/
1995000,1885,36,1,2015-08-14 14:04:38,1968,Lägenhet,1933262,2015-09-07,2610000,bid,https://www.booli.se/annons/1933262,3,NA,1302,NA,Docentbacken 5,59.3710473,18.0583678,TRUE,Stockholm,Stockholms län,246,Notar,1566,Broker,http://www.notar.se/
2150000,2164,32,2,2015-08-11 13:09:47,1939,Lägenhet,1930664,2015-08-26,2730000,bid,https://www.booli.se/annons/1930664,2,NA,NA,NA,Ekhagsvägen 10,59.3719665,18.0554221,TRUE,Stockholm,Stockholms län,135,Svensk Fastighetsförmedling,713,Broker,http://www.svenskfast.se/
3100000,2835,61,2,2015-07-28 22:58:14,1969,Lägenhet,1859263,2015-08-20,3355000,bid,https://www.booli.se/annons/1859263,6,NA,1602,NA,Docentbacken 11,59.37142064,18.05760116,NA,Stockholm,Stockholms län,196,Länsförsäkringar Fastighetsförmedling,64,Broker,https://www.lansfast.se/
3500000,2307,57,3,2015-07-31 13:05:57,1935,Lägenhet,1914428,2015-08-14,3600000,bid,https://www.booli.se/annons/1914428,1,NA,1003,NA,Ekhagsvägen 11,59.3725786,18.0550844,TRUE,Stockholm,Stockholms län,68,Notar,1566,Broker,http://www.notar.se/
1950000,1865,31,2,2015-06-18 11:26:53,NA,Lägenhet,1908856,2015-07-02,2300000,bid,https://www.booli.se/annons/1908856,1,NA,1103,NA,Åminnevägen 17,59.37119438,18.05355191,NA,Stockholm,Stockholms län,255,Notar,1566,Broker,http://www.notar.se/
2595000,2785,60.3,2,2015-06-05 18:01:13,1968,Lägenhet,1899336,2015-06-26,2880000,bid,https://www.booli.se/annons/1899336,1,NA,NA,NA,Docentbacken 1B,59.3705635,18.0585287,TRUE,Stockholm,Stockholms län,298,Notar,1566,Broker,http://www.notar.se/
5750000,5735,105,4,2015-05-26 23:00:41,1935,Lägenhet,1890216,2015-06-14,7300000,bid,https://www.booli.se/annons/1890216,3,NA,NA,NA,Ekhagsvägen 12,59.372272100000004,18.0556589,TRUE,Stockholm,Stockholms län,101,Svensk Fastighetsförmedling,713,Broker,http://www.svenskfast.se/
4975000,5573,102,4,2015-05-22 19:24:01,1931,Lägenhet,1887279,2015-06-11,5800000,bid,https://www.booli.se/annons/1887279,1,NA,1103,0,Ekhagsvägen 3,59.3715168,18.05462518,NA,Stockholm,Stockholms län,198,Erik Olsson Fastighetsförmedling,1564,Broker,http://www.erikolsson.se/
3300000,4529,91,4,2015-05-07 17:48:41,1931,Lägenhet,1870193,2015-05-21,3570000,bid,https://www.booli.se/annons/1870193,0,NA,NA,NA,Ekhagsvägen 5,59.37161719,18.05471583,NA,Stockholm,Stockholms län,186,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/
3295000,NA,52,2,2015-04-18 04:21:29,1935,Lägenhet,1864100,2015-05-01,3295000,bid,https://www.booli.se/annons/1864100,2,NA,1202,NA,Torphagsvägen 24,59.3732708,18.0532176,TRUE,Stockholm,Stockholms län,79,Notar,1566,Broker,http://www.notar.se/
2500000,2979,50,2.5,2015-03-20 17:38:11,1935,Lägenhet,1836707,2015-04-07,3230000,bid,https://www.booli.se/annons/1836707,2,NA,1203,NA,Torphagsvägen 6,59.3716443,18.0532349,TRUE,Stockholm,Stockholms län,225,Notar,1566,Broker,http://www.notar.se/
2695000,NA,59,2,2015-03-12 17:26:00,1935,Lägenhet,1831135,2015-03-25,2850000,bid,https://www.booli.se/annons/1831135,2,NA,NA,NA,Torphagsvägen 8,59.3718275,18.0525542,TRUE,Stockholm,Stockholms län,225,Svensk Fastighetsförmedling,713,Broker,http://www.svenskfast.se/
2650000,2542,54,2,2015-03-05 18:16:29,1935,Lägenhet,1826641,2015-03-18,2975000,bid,https://www.booli.se/annons/1826641,NA,6,1001,NA,Torphagsvägen 8,59.3718275,18.0525542,TRUE,Stockholm,Stockholms län,225,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/
1995000,1773,36,1,2015-02-27 18:56:04,1968,Lägenhet,1820445,2015-03-18,2410000,bid,https://www.booli.se/annons/1820445,2,NA,1202,NA,Docentbacken 3,59.3709502,18.0586253,TRUE,Stockholm,Stockholms län,264,Notar,1566,Broker,http://www.notar.se/
2700000,2812,60.3,2,2015-02-13 10:28:35,1968,Lägenhet,1808509,2015-03-04,3200000,bid,https://www.booli.se/annons/1808509,5,NA,4621,NA,Docentbacken 1B,59.3705635,18.0585287,TRUE,Stockholm,Stockholms län,298,Notar,1566,Broker,http://www.notar.se/
5400000,5636,96,4,2015-02-11 13:46:55,1936,Lägenhet,1813885,2015-03-02,6150000,bid,https://www.booli.se/annons/1813885,3,NA,NA,0,Åminnevägen 17,59.37119438,18.05355191,NA,Stockholm,Stockholms län,255,Erik Olsson Fastighetsförmedling,1564,Broker,http://www.erikolsson.se/
2750000,3184,57,2,2015-02-13 01:42:49,1935,Lägenhet,1815043,2015-02-26,3000000,bid,https://www.booli.se/annons/1815043,2,NA,1204,NA,Ekhagsvägen 6,59.3715869,18.0552028,TRUE,Stockholm,Stockholms län,184,Karlsson & Uddare,1619,Broker,http://www.karlssonuddare.se/
2950000,4529,NA,4,2015-02-06 23:18:41,1935,Lägenhet,1812266,2015-02-26,3135000,bid,https://www.booli.se/annons/1812266,NA,91,1002,NA,Ekhagsvägen 5,59.37161719,18.05471583,NA,Stockholm,Stockholms län,186,Karlsson & Uddare,1619,Broker,http://www.karlssonuddare.se/
2750000,3640,56,2,2015-01-16 16:54:44,1935,Lägenhet,1800394,2015-01-31,3050000,bid,https://www.booli.se/annons/1800394,2,NA,NA,NA,Ekhagsvägen 5,59.37161719,18.05471583,NA,Stockholm,Stockholms län,186,Notar,1566,Broker,http://www.notar.se/
1850000,1860,36,1.5,2015-01-02 14:30:40,1935,Lägenhet,1792109,2015-01-06,2000000,bid,https://www.booli.se/annons/1792109,NA,NA,NA,NA,Torphagsvägen 8,59.3718275,18.0525542,TRUE,Stockholm,Stockholms län,225,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/
2600000,2527,60,2,2014-11-27 13:36:01,1969,Lägenhet,1779103,2014-12-05,2860000,bid,https://www.booli.se/annons/1779103,1,NA,NA,NA,Docentbacken 1B,59.3705635,18.0585287,TRUE,Stockholm,Stockholms län,298,Länsförsäkringar Fastighetsförmedling,64,Broker,https://www.lansfast.se/
5795000,7268,131,5,2014-09-26 13:46:43,1937,Lägenhet,1743673,2014-11-09,5600000,bid,https://www.booli.se/annons/1743673,5,50,NA,NA,Åminnevägen 15,59.3713101,18.0528835,TRUE,Stockholm,Stockholms län,254,SkandiaMäklarna,1570,Broker,http://www.skandiamaklarna.se/
5950000,5354,128.3,6,2014-09-19 20:56:15,1968,Lägenhet,1740239,2014-11-07,6025000,bid,https://www.booli.se/annons/1740239,2,NA,NA,NA,Docentbacken 13,59.3715256,18.0573378,TRUE,Stockholm,Stockholms län,354,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/
4995000,6088,114,4.5,2014-10-17 17:24:43,1935,Lägenhet,1757401,2014-10-30,5425000,bid,https://www.booli.se/annons/1757401,3,NA,4618,NA,Torphagsvägen 14,59.3721605,18.0535415,TRUE,Stockholm,Stockholms län,166,Jägholm Norrortsmäklarna,280,Broker,http://www.jagholm.se/
1995000,2455,37,2,2014-10-16 17:40:14,1935,Lägenhet,1756149,2014-10-30,2450000,bid,https://www.booli.se/annons/1756149,2,NA,NA,NA,Ekhagsvägen 8,59.37178,18.05527,NA,Stockholm,Stockholms län,161,Notar,1566,Broker,http://www.notar.se/
3495000,3976,65,3,2014-09-26 20:02:26,1935,Lägenhet,1744243,2014-10-14,3525000,bid,https://www.booli.se/annons/1744243,1,NA,4816,NA,Torphagsvägen 16,59.3720529,18.054052,TRUE,Stockholm,Stockholms län,164,Notar,1566,Broker,http://www.notar.se/
4100000,4754,81,3.5,2014-10-09 17:42:44,1935,Lägenhet,1751922,2014-10-13,4200000,bid,https://www.booli.se/annons/1751922,2,NA,NA,NA,Ekhagsvägen 5,59.37161719,18.05471583,NA,Stockholm,Stockholms län,186,Karlsson & Uddare,1619,Broker,http://www.karlssonuddare.se/
2495000,2554,46.5,2,2014-09-12 16:39:43,1935,Lägenhet,1735093,2014-10-02,2575000,bid,https://www.booli.se/annons/1735093,1,NA,4602,NA,Torphagsvägen 14,59.3721605,18.0535415,TRUE,Stockholm,Stockholms län,166,Notar,1566,Broker,http://www.notar.se/
6500000,6882,119,4,2014-08-30 13:30:53,1935,Lägenhet,1724976,2014-09-15,5900000,bid,https://www.booli.se/annons/1724976,NA,NA,NA,NA,Torphagsvägen 6,59.3716443,18.0532349,TRUE,Stockholm,Stockholms län,225,Notar,1566,Broker,http://www.notar.se/
3875000,3579,86.3,3,2014-08-28 16:51:41,1969,Lägenhet,1722120,2014-09-11,4405000,bid,https://www.booli.se/annons/1722120,1,NA,NA,NA,Docentbacken 9,59.37124248,18.05782092,NA,Stockholm,Stockholms län,218,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/
1595000,1681,29,1,2014-08-09 01:06:52,1935,Lägenhet,1708923,2014-08-26,2025000,bid,https://www.booli.se/annons/1708923,5,NA,4614,NA,Torphagsvägen 14,59.3721605,18.0535415,TRUE,Stockholm,Stockholms län,166,Notar,1566,Broker,http://www.notar.se/
3995000,4468,91,3,2014-06-19 17:39:59,1939,Lägenhet,1688594,2014-07-04,4350000,bid,https://www.booli.se/annons/1688594,NA,NA,NA,NA,Ekhagsvägen 4,59.3713881,18.0550922,TRUE,Stockholm,Stockholms län,186,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/
2595000,3087,61,2,2014-06-04 13:05:18,1939,Lägenhet,1674674,2014-06-17,2600000,bid,https://www.booli.se/annons/1674674,NA,NA,NA,NA,Ekhagsvägen 6,59.3715869,18.0552028,TRUE,Stockholm,Stockholms län,184,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/
1995000,2232,37,2,2014-05-17 17:24:01,1935,Lägenhet,1662473,2014-06-03,2125000,bid,https://www.booli.se/annons/1662473,2,NA,NA,NA,Ekhagsvägen 8,59.37178,18.05527,NA,Stockholm,Stockholms län,161,Notar,1566,Broker,http://www.notar.se/
4295000,4472,103.8,4,2014-05-08 23:30:49,1969,Lägenhet,1653891,2014-05-21,4900000,bid,https://www.booli.se/annons/1653891,5,NA,1501,NA,Docentbacken 7,59.3711498,18.0581425,TRUE,Stockholm,Stockholms län,229,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/
2395000,2979,50,2,2014-03-28 21:27:48,1935,Lägenhet,1623231,2014-05-20,2445000,bid,https://www.booli.se/annons/1623231,NA,NA,1203,NA,Torphagsvägen 6,59.3716443,18.0532349,TRUE,Stockholm,Stockholms län,225,Notar,1566,Broker,http://www.notar.se/
2995000,4058,65,2,2014-04-18 01:55:42,1935,Lägenhet,1637606,2014-05-19,3050000,bid,https://www.booli.se/annons/1637606,NA,NA,NA,NA,Ekhagsvägen 5,59.37161719,18.05471583,NA,Stockholm,Stockholms län,186,Notar,1566,Broker,http://www.notar.se/
3995000,4799,81,3,2014-03-28 21:27:45,1935,Lägenhet,1623230,2014-05-19,3750000,bid,https://www.booli.se/annons/1623230,3,NA,NA,NA,Ekhagsvägen 5,59.37161719,18.05471583,NA,Stockholm,Stockholms län,186,Notar,1566,Broker,http://www.notar.se/
4795000,4201,96.7,4,2014-05-01 15:07:11,1969,Lägenhet,1619584,2014-05-15,4850000,bid,https://www.booli.se/annons/1619584,6,NA,NA,NA,Docentbacken 5,59.3710473,18.0583678,TRUE,Stockholm,Stockholms län,246,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/
1800000,1885,36,1.5,2014-04-21 15:03:42,1969,Lägenhet,1638172,2014-04-22,1700000,bid,https://www.booli.se/annons/1638172,5,NA,1502,NA,Docentbacken 3,59.3709502,18.0586253,TRUE,Stockholm,Stockholms län,264,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/
1495000,1732,28,1,2014-04-03 21:17:28,1935,Lägenhet,1626233,2014-04-16,1860000,bid,https://www.booli.se/annons/1626233,NA,NA,NA,NA,Torphagsvägen 16,59.3720529,18.054052,TRUE,Stockholm,Stockholms län,164,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/
3250000,3810,70,3,2014-02-28 19:33:32,1935,Lägenhet,1605117,2014-03-30,3150000,bid,https://www.booli.se/annons/1605117,3,NA,NA,NA,Ekhagsvägen 12,59.372272100000004,18.0556589,TRUE,Stockholm,Stockholms län,101,Notar,1566,Broker,http://www.notar.se/
3250000,4265,73,3.5,2014-02-05 03:33:31,1935,Lägenhet,1412809,2014-03-04,3250000,bid,https://www.booli.se/annons/1412809,NA,NA,NA,NA,Åminnevägen 19,59.37103271,18.0540565,NA,Stockholm,Stockholms län,260,Notar,1566,Broker,http://www.notar.se/
2395000,2803,47.5,2,2014-02-07 14:38:41,1935,Lägenhet,1587338,2014-02-20,2430000,bid,https://www.booli.se/annons/1587338,NA,NA,4812,NA,Torphagsvägen 16,59.3720529,18.054052,TRUE,Stockholm,Stockholms län,164,Svenska Mäklarhuset,58,Broker,https://www.svenskamaklarhuset.se/
2495000,2934,53,2,2013-09-27 12:19:24,NA,Lägenhet,1517543,2014-02-10,2495000,bid,https://www.booli.se/annons/1517543,NA,NA,1202,NA,Torphagsvägen 24,59.3732708,18.0532176,TRUE,Stockholm,Stockholms län,79,Notar,1566,Broker,http://www.notar.se/
2200000,3563,69,2,2014-01-23 20:33:54,1939,Lägenhet,1579799,2014-02-05,2900000,bid,https://www.booli.se/annons/1579799,2,NA,1103,NA,Ekhagsvägen 4,59.3713881,18.0550922,TRUE,Stockholm,Stockholms län,186,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/
3500000,3619,76,3,2014-01-29 21:23:11,NA,Lägenhet,1582459,2014-01-31,3700000,bid,https://www.booli.se/annons/1582459,3,NA,NA,NA,Ekhagsvägen 8,59.37178,18.05527,NA,Stockholm,Stockholms län,161,Erik Olsson Fastighetsförmedling,1564,Broker,http://www.erikolsson.se/
4590000,5192,95,4,2013-09-10 12:46:40,1936,Lägenhet,1503899,2013-09-30,4810000,bid,https://www.booli.se/annons/1503899,NA,NA,NA,NA,Torphagsvägen 14,59.3721605,18.0535415,TRUE,Stockholm,Stockholms län,166,Notar,1566,Broker,http://www.notar.se/
3100000,3806,76,3,2013-08-30 16:40:42,1935,Lägenhet,1496545,2013-09-19,3125000,bid,https://www.booli.se/annons/1496545,NA,NA,NA,NA,Ekhagsvägen 8,59.37178,18.05527,NA,Stockholm,Stockholms län,161,Notar,1566,Broker,http://www.notar.se/
1495000,1654,31,1.5,2013-08-23 18:39:31,1935,Lägenhet,1491078,2013-09-04,1885000,bid,https://www.booli.se/annons/1491078,2,NA,NA,NA,Ekhagsvägen 12,59.372272100000004,18.0556589,TRUE,Stockholm,Stockholms län,101,Notar,1566,Broker,http://www.notar.se/
2495000,3175,64,2,2013-08-01 18:48:05,1935,Lägenhet,1473688,2013-09-03,2525000,bid,https://www.booli.se/annons/1473688,NA,NA,NA,NA,Torphagsvägen 8,59.3718275,18.0525542,TRUE,Stockholm,Stockholms län,225,Notar,1566,Broker,http://www.notar.se/
2700000,2965,64.3,2,2013-07-22 10:32:52,NA,Lägenhet,1467663,2013-08-17,2600000,bid,https://www.booli.se/annons/1467663,NA,NA,NA,NA,Docentbacken 3,59.3709502,18.0586253,TRUE,Stockholm,Stockholms län,264,Svensk Fastighetsförmedling,713,Broker,http://www.svenskfast.se/
2490000,1924,54,2,2013-07-27 01:11:31,1935,Lägenhet,1470193,2013-08-14,2615000,bid,https://www.booli.se/annons/1470193,2,NA,NA,NA,Ekhagsvägen 2,59.3709948,18.0548886,TRUE,Stockholm,Stockholms län,243,Notar,1566,Broker,http://www.notar.se/
1590000,1885,36,1,2013-07-12 21:22:29,1968,Lägenhet,1464775,2013-08-02,1750000,bid,https://www.booli.se/annons/1464775,4,NA,1502,NA,Docentbacken 3,59.3709502,18.0586253,TRUE,Stockholm,Stockholms län,264,Notar,1566,Broker,http://www.notar.se/
3295000,3746,69,3,2013-05-10 11:43:51,1936,Lägenhet,1417697,2013-05-29,3275000,bid,https://www.booli.se/annons/1417697,NA,NA,NA,NA,Torphagsvägen 14,59.3721605,18.0535415,TRUE,Stockholm,Stockholms län,166,Notar,1566,Broker,http://www.notar.se/
4995000,5540,107,3.5,2013-04-13 16:30:17,1935,Lägenhet,1396179,2013-05-20,4500000,bid,https://www.booli.se/annons/1396179,NA,NA,NA,NA,Torphagsvägen 4,59.37148,18.05388,NA,Stockholm,Stockholms län,218,Notar,1566,Broker,http://www.notar.se/
2495000,3530,69,2,2013-05-04 01:14:18,1937,Lägenhet,1295930,2013-05-19,2570000,bid,https://www.booli.se/annons/1295930,NA,NA,NA,NA,Ekhagsvägen 6,59.3715869,18.0552028,TRUE,Stockholm,Stockholms län,184,Notar,1566,Broker,http://www.notar.se/
3250000,4130,73,3,2013-04-20 10:44:59,1935,Lägenhet,1401342,2013-05-04,3225000,bid,https://www.booli.se/annons/1401342,NA,NA,NA,NA,Torphagsvägen 6,59.3716443,18.0532349,TRUE,Stockholm,Stockholms län,225,Notar,1566,Broker,http://www.notar.se/
2295000,2803,47.5,2,2013-04-13 16:24:01,1936,Lägenhet,1396102,2013-04-26,2295000,bid,https://www.booli.se/annons/1396102,NA,NA,NA,NA,Torphagsvägen 16,59.3720529,18.054052,TRUE,Stockholm,Stockholms län,164,Notar,1566,Broker,http://www.notar.se/
3975000,4785,95,4,2013-03-27 18:21:43,NA,Lägenhet,1384144,2013-04-14,3975000,bid,https://www.booli.se/annons/1384144,1,NA,1105,NA,Åminnevägen 17,59.37119438,18.05355191,NA,Stockholm,Stockholms län,255,Bostadsrättsspecialisten,1572,Broker,http://www.brspec.se/
2400000,3140,53,2,2013-03-07 20:07:39,1935,Lägenhet,1370808,2013-04-04,2700000,bid,https://www.booli.se/annons/1370808,1,NA,1201,NA,Torphagsvägen 20A,59.37286148,18.05426002,NA,Stockholm,Stockholms län,76,Karlsson & Uddare,1619,Broker,http://www.karlssonuddare.se/
3495000,4251,98,3,2013-02-22 22:16:16,1968,Lägenhet,1362997,2013-03-28,3500000,bid,https://www.booli.se/annons/1362997,4,NA,NA,NA,Docentbacken 5,59.3710473,18.0583678,TRUE,Stockholm,Stockholms län,246,Notar,1566,Broker,http://www.notar.se/
2600000,4020,65,2,2013-01-09 17:15:28,1935,Lägenhet,1332711,2013-03-28,2675000,bid,https://www.booli.se/annons/1332711,2,NA,NA,NA,Ekhagsvägen 3,59.3715168,18.05462518,NA,Stockholm,Stockholms län,198,Karlsson & Uddare,1619,Broker,http://www.karlssonuddare.se/
1650000,2034,33,1,2013-03-09 02:02:31,1937,Lägenhet,1371992,2013-03-26,1800000,bid,https://www.booli.se/annons/1371992,NA,NA,NA,NA,Ekhagsvägen 10,59.3719665,18.0554221,TRUE,Stockholm,Stockholms län,135,Notar,1566,Broker,http://www.notar.se/
2295000,2508,47,2,2013-02-22 22:08:08,1935,Lägenhet,1362979,2013-03-26,2360000,bid,https://www.booli.se/annons/1362979,NA,NA,NA,NA,Ekhagsvägen 12,59.372272100000004,18.0556589,TRUE,Stockholm,Stockholms län,101,Notar,1566,Broker,http://www.notar.se/
1300000,1294,20,1,2013-01-18 05:56:37,1939,Lägenhet,1338837,2013-02-09,1300000,bid,https://www.booli.se/annons/1338837,NA,NA,NA,NA,Ekhagsvägen 10,59.3719665,18.0554221,TRUE,Stockholm,Stockholms län,135,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/
2300000,2835,63,2,2012-10-11 17:37:23,1969,Lägenhet,1290945,2013-01-18,2250000,bid,https://www.booli.se/annons/1290945,7,NA,NA,NA,Docentbacken 13,59.3715256,18.0573378,TRUE,Stockholm,Stockholms län,354,SkandiaMäklarna,1570,Broker,http://www.skandiamaklarna.se/
3550000,2807,80,3,2012-11-23 11:52:27,1935,Lägenhet,1317745,2012-12-07,3730000,bid,https://www.booli.se/annons/1317745,2,NA,NA,NA,Ekhagsvägen 2,59.3709948,18.0548886,TRUE,Stockholm,Stockholms län,243,Notar,1566,Broker,http://www.notar.se/
1495000,1388,26,1,2012-10-20 07:36:37,1935,Lägenhet,1297784,2012-11-30,1475000,bid,https://www.booli.se/annons/1297784,NA,NA,NA,NA,Ekhagsvägen 12,59.372272100000004,18.0556589,TRUE,Stockholm,Stockholms län,101,Notar,1566,Broker,http://www.notar.se/
2245000,2455,50,2,2012-10-19 15:32:58,1935,Lägenhet,1296874,2012-10-27,2245000,bid,https://www.booli.se/annons/1296874,NA,NA,NA,NA,Ekhagsvägen 12,59.372272100000004,18.0556589,TRUE,Stockholm,Stockholms län,101,Notar,1566,Broker,http://www.notar.se/
1450000,1072,23,1,2012-09-14 05:10:08,1936,Lägenhet,1270599,2012-10-22,1450000,bid,https://www.booli.se/annons/1270599,1,NA,NA,NA,Åminnevägen 17,59.37119438,18.05355191,NA,Stockholm,Stockholms län,255,Notar,1566,Broker,http://www.notar.se/
2495000,2748,56,3,2012-09-21 12:19:37,1935,Lägenhet,1276232,2012-10-09,2200000,bid,https://www.booli.se/annons/1276232,NA,NA,NA,NA,Torphagsvägen 18,59.372759,18.0546339,TRUE,Stockholm,Stockholms län,70,Notar,1566,Broker,http://www.notar.se/
2300000,2455,50,2,2012-09-16 02:33:35,1935,Lägenhet,1272477,2012-10-09,2180000,bid,https://www.booli.se/annons/1272477,NA,NA,NA,NA,Ekhagsvägen 12,59.372272100000004,18.0556589,TRUE,Stockholm,Stockholms län,101,Notar,1566,Broker,http://www.notar.se/
